person,label
00091926,0.49741933
00091a7a,0.71464115
000ba417,0.38145754
000e4d9e,0.58630043
000e619d,0.32857165
001001be,0.35688445
0010e89a,0.2659887
0016c4b5,0.2659887
001804a2,0.34739754
001a2273,0.2659887
00202cdb,0.2659887
0022965d,0.5009677
0027574e,0.43442956
00295d74,0.3067981
002aea56,0.42591125
002ed810,0.37819415
002fb981,0.30250317
00344873,0.2659887
0038a117,0.7212741
003a05bf,0.44702184
003d07ef,0.51013285
003e7507,0.2659887
00408349,0.2659887
0041fec6,0.3486414
0043a48e,0.3651175
00546f4c,0.6570236
00556ee5,0.32886115
0059a996,0.6001839
005af223,0.64605355
005e06ef,0.31869492
0061cbe8,0.6273212
006549da,0.32857165
006bb312,0.2659887
006cabc5,0.682187
006e1534,0.2659887
006fc943,0.7212741
00750af8,0.50703746
00754f5e,0.2659887
0076b7dc,0.41451007
007743ca,0.2751428
007a0564,0.33473757
0081cd73,0.2659887
0081f590,0.2659887
008287e4,0.35481533
0083c22c,0.2659887
0087d959,0.7212741
0089421c,0.5796472
008a6d00,0.31869492
008b4a48,0.2751428
008f480f,0.48390827
008f739f,0.33743304
009648f0,0.6787061
00970caa,0.38118097
009944e1,0.35895723
009f8292,0.45793745
00a2efc2,0.48023826
00af50bb,0.28423288
00b0fe02,0.2659887
00b1b9d0,0.60594726
00b5303d,0.4897239
00b6642b,0.41307688
00b8bba9,0.35688445
00caa482,0.6570236
00cd1373,0.63349396
00cde0db,0.33473757
00d618ba,0.58630043
00d8d869,0.2841456
00dcc618,0.3149337
00e0e219,0.2659887
00e2e06b,0.30908063
00f1575c,0.6476802
00f369ef,0.42790657
00f4620f,0.2751428
00f5c8be,0.694133
00fd99c6,0.33473757
00ff2c51,0.28423288
010200b5,0.3149337
01022bf3,0.48023826
01039bf1,0.46692872
010750dc,0.5820188
01094049,0.37864497
010b0b0b,0.5170058
010f9396,0.2659887
01102549,0.2659887
01126aa4,0.2659887
01127f1d,0.2659887
01183209,0.2841456
0121c41e,0.56254685
0126d440,0.2659887
0129072b,0.36071846
012af91b,0.2841456
012b81de,0.35481533
012cd55c,0.2659887
012d8fd8,0.6735809
0137a57b,0.42591125
013a0e3a,0.68341815
013dc935,0.2659887
013e1cd0,0.4421006
013ef20d,0.2659887
013fce70,0.2659887
0144bd58,0.71464115
0146ecbc,0.2659887
014853d4,0.5786571
015fb139,0.38118097
01638753,0.6806471
0163bf88,0.3651175
016419e1,0.2659887
01696aab,0.7226372
016b86b9,0.5246407
016d0c8f,0.7086544
016f3833,0.45406607
01716e05,0.30908063
01798556,0.43442956
017a84d1,0.33473757
017d35dc,0.37864497
017fd805,0.50337034
018598e8,0.2841456
018adf26,0.6724314
018c1154,0.41307688
0190f87d,0.47323442
019425a8,0.7212741
0196054a,0.5963882
01984bc3,0.2841456
019ac712,0.2659887
01a20e81,0.2751428
01ab5296,0.2751428
01ac5844,0.34437108
01ad4042,0.6724314
01ada784,0.37819415
01af6573,0.70202404
01b08442,0.2751428
01b09758,0.42591125
01b97cb9,0.41371012
01be1d14,0.2751428
01c3addd,0.6361933
01c862be,0.2659887
01c9f8d2,0.2659887
01caf5bf,0.6789602
01cbe6b3,0.2659887
01cd8ca8,0.38445902
01d18619,0.2659887
01d28bce,0.38426992
01d8711d,0.6215398
01dfb178,0.66512805
01e18191,0.2659887
01f061eb,0.7212741
01f8fa5b,0.43066624
01fe7232,0.30870894
01ffa003,0.6312142
0205d5c1,0.32155427
020b50dc,0.45239478
021b35b5,0.2751428
021f11c8,0.3449997
02208eb6,0.3067981
0222570f,0.35895723
0225de65,0.30908063
02274195,0.2659887
02285678,0.55629534
0228b475,0.2659887
022bd951,0.2659887
022c083c,0.47323442
022ca64b,0.7012444
0233c7ed,0.4057188
0234e8f5,0.29367456
023e49e4,0.6242079
023fafbb,0.2659887
0244969f,0.37864497
02452978,0.6476802
0246242b,0.42591125
0247c9fc,0.32448834
024803ab,0.2751428
02496e75,0.7229963
024b9c24,0.53538966
024ceac4,0.29367456
024ffb9b,0.2751428
0256b30a,0.39169016
0256c879,0.2751428
0256dfc5,0.2659887
025e1ccc,0.6411333
02603929,0.4897239
026b66ef,0.2659887
0270a59f,0.30312088
027870af,0.7212741
027b809f,0.2841456
027cb5c9,0.33473757
027e9637,0.3149337
0280a93d,0.54983234
028d0864,0.6476802
02973cb9,0.2659887
0297fc1e,0.6092714
029889eb,0.48731333
029a5c8b,0.2659887
029e25de,0.2659887
02a14ee3,0.3486414
02a9fd4c,0.41258687
02aa0266,0.2659887
02b10e44,0.6242079
02b13444,0.2751428
02b51109,0.43282786
02ba6bb6,0.2659887
02bf0143,0.3486414
02c2eb63,0.2659887
02c66b97,0.2751428
02c73278,0.2659887
02cec30a,0.2659887
02d42846,0.2751428
02d80cb2,0.33818284
02de19f7,0.30908063
02e1a150,0.3486414
02e465f4,0.6312
02e59a44,0.67048395
02e65ce8,0.45239478
02e7d329,0.36071846
02ecd2d2,0.2659887
02eefc32,0.2659887
02f0635f,0.6724519
02f2b7b1,0.2659887
02f5c581,0.3067981
02f792fc,0.2751428
02fb0b61,0.2751428
030071f1,0.37300783
03042e4a,0.30908063
030c5d84,0.2659887
030c803c,0.44702184
03100f48,0.5788874
03110d1d,0.60577494
0311c318,0.2751428
031481a2,0.60577494
0318fd8d,0.67048395
031bee81,0.2841456
03264a2e,0.44950056
032c90dd,0.2659887
032ecde2,0.2751428
03302054,0.52885216
0337d5ce,0.5788874
0338a1ea,0.41371012
03413393,0.2659887
03439225,0.55758667
034ab8b8,0.2659887
034e4f2f,0.49635324
034fbc8a,0.2659887
03533e4f,0.30870894
035626f1,0.2751428
035be698,0.30870894
035c9c3c,0.7212741
03665977,0.38118097
03739332,0.2659887
037a2f9e,0.40370217
037f094d,0.39169016
037f3cec,0.55284446
0382adc4,0.42591125
0384b2bd,0.2659887
0384dbbf,0.2659887
038e3cd5,0.2659887
039a1fa7,0.39169016
039c02c5,0.2659887
039ccd71,0.2751428
039d87dc,0.39169016
039fe371,0.2659887
03a0d815,0.30908063
03a1b4d1,0.5466057
03aa060a,0.3067981
03aa82cb,0.2659887
03ab59d3,0.31869492
03ae1796,0.67095447
03b6cecb,0.5796472
03b999c7,0.682187
03bb6dc9,0.2659887
03c6dbf0,0.43066624
03c72157,0.45239478
03d242c6,0.35481533
03d269f6,0.39519164
03d5db8f,0.3149337
03da16b8,0.3149337
03db8124,0.682187
03e50576,0.3067981
03eb4dd6,0.2751428
03f1562e,0.67095447
03fb9fde,0.2751428
0401277e,0.2659887
04014a58,0.36071846
04068dcd,0.55284446
0408f3f4,0.6806471
040ad2f1,0.2659887
040f38ba,0.4768302
0411efc6,0.38362002
0413b563,0.2659887
04145809,0.6312252
0415c30d,0.39169016
041b49c5,0.32448834
041d7e7c,0.3149337
041dc1c0,0.41451007
041e67c8,0.48971978
04218827,0.67048395
042467f9,0.30908063
04247184,0.65962756
042481ae,0.41258687
04287e35,0.5160757
042b0008,0.32886115
042b1af5,0.32448834
042ceff2,0.3149337
042daf42,0.682187
04339a2a,0.2659887
04339d40,0.5610851
043498e0,0.5777488
04372918,0.37819415
04386a90,0.2659887
04452b51,0.54085773
04463f03,0.7229963
04479796,0.30870894
044798c5,0.4057188
044cd20c,0.2659887
044df6bc,0.6361933
0450c157,0.45526662
0454bd8b,0.6263468
0454d395,0.30250317
045a01b7,0.7212741
045ccfc6,0.5511288
045ed46b,0.32448834
046261a1,0.59655106
046f4eee,0.2841456
0471cda1,0.2659887
0473d45c,0.40411
0473d703,0.40407732
047425e8,0.42591125
047525d7,0.2751428
047bf097,0.2751428
047eaf93,0.45483622
047fecb5,0.38145754
0482fc3a,0.6806471
04858d07,0.36071846
048623e1,0.6789602
0487acc0,0.32741982
048a0e28,0.36071846
048b7adb,0.45239478
048e6ef0,0.38445902
048e8a05,0.722218
048f0b15,0.3149337
048fe060,0.41307688
0490bc0a,0.30908063
049c35a9,0.63206655
04a1be72,0.39615142
04a2caa8,0.2659887
04a31cb9,0.65962756
04a5bf7c,0.2659887
04ac1d2b,0.55284446
04b0de51,0.43282786
04b134be,0.2751428
04b13fd2,0.34739754
04b3cf8f,0.2751428
04bfc38e,0.2751428
04c13da6,0.7212741
04c79bf6,0.2659887
04c7ed44,0.722218
04c8323e,0.7229963
04d2ee78,0.2659887
04d814ae,0.6032462
04d9cb0e,0.33818284
04dba417,0.33743304
04dc5661,0.6191969
04de8d3e,0.2659887
04ded3e6,0.6735809
04e15d15,0.37893978
04e5a487,0.36071846
04e667e4,0.34437108
04e6d352,0.30250317
04edbc20,0.4149166
04f2e560,0.7212741
04f4febe,0.2659887
05076463,0.3486414
0507e8f2,0.7086544
050956cd,0.2659887
051b11a7,0.33584785
05204945,0.2841456
0522a4fa,0.6257995
05237699,0.2659887
05241c33,0.2841456
0527b5ae,0.38118097
052a0610,0.5788874
052a2d62,0.2659887
052adc12,0.4421006
052d6778,0.31728777
05369f37,0.2659887
053a1fb6,0.2659887
053b53ed,0.7212741
053c8c48,0.6092714
053db417,0.4497425
053e23ce,0.30250317
053f578d,0.2659887
054013e8,0.722218
05415a64,0.33473757
05434466,0.5521206
05445b67,0.2659887
054a0951,0.2659887
054c06b7,0.55758667
0552ee2b,0.3149337
05567c7b,0.39169016
0556c3b8,0.4095607
055ce8c8,0.2841456
0564216a,0.2751428
05673798,0.60594726
0567a51f,0.2841456
056f89d4,0.68341815
057a8bc2,0.38118097
057aa717,0.48971978
05832043,0.30908063
05842367,0.2751428
05845094,0.47242868
0589bc9f,0.37300783
058d33f5,0.2659887
058f8a59,0.29367456
0592919f,0.3308285
0595673e,0.5160757
059bcf05,0.31728777
059cb926,0.2659887
059d594b,0.2659887
05a0feb5,0.39169016
05a3f374,0.2751428
05a565eb,0.2751428
05a99822,0.2659887
05a9aa0a,0.2659887
05ab0341,0.3067981
05aba175,0.2659887
05b53558,0.2659887
05b98856,0.2659887
05ba5474,0.47242868
05bbd123,0.2659887
05ce4c68,0.48731333
05d47572,0.67048395
05df8dea,0.682187
05e816e1,0.50337034
05e9dc15,0.2751428
05ec0416,0.2659887
05f9aabd,0.6724519
05fab3e2,0.6688471
05fdf4d4,0.3651175
0603dfa7,0.2659887
06054a70,0.56981415
060788cf,0.3067981
0615817a,0.2659887
061c36f3,0.3067981
06230959,0.722218
0623d3b0,0.58630043
06271090,0.2751428
062d7384,0.48720205
062dd1cb,0.3486414
0630c31f,0.2659887
06340412,0.7212741
06377ced,0.30908063
0645477e,0.2659887
064b8baf,0.43987483
064ec6ea,0.28423288
06568d8d,0.2659887
0656c4ea,0.2751428
065b0804,0.38118097
065b4fea,0.3651175
065ead15,0.2751428
06698b9a,0.3067981
066a20aa,0.7212741
066d8e1d,0.71464115
06786046,0.2841456
06790571,0.68341815
06793b28,0.694133
067f8d78,0.2659887
0680b00d,0.682187
06818d49,0.4775959
06824520,0.6724314
06872f0b,0.2659887
068af20b,0.6436536
068b6fbb,0.55284446
068b86b4,0.2659887
068b993a,0.55629534
0697a4c2,0.5466057
069a72e5,0.2659887
069b6014,0.2659887
06a4dc8f,0.42591125
06a762a5,0.30870894
06ad410f,0.39615142
06b1c34c,0.6476802
06b26eb2,0.2659887
06b27801,0.2659887
06b3441e,0.7086544
06b6e768,0.2659887
06b9946b,0.2751428
06c033ec,0.39169016
06c0a0d5,0.33473757
06c0db23,0.67408365
06c1fbb3,0.34485984
06c6384c,0.2659887
06caa05f,0.55629534
06cdc70f,0.55758667
06cea6ea,0.2751428
06d322d3,0.29367456
06d450a7,0.2841456
06d72f24,0.2659887
06d8c28c,0.2659887
06df5403,0.682187
06e4b8c8,0.2659887
06e55267,0.30250317
06e6349b,0.30908063
06ea2c68,0.2659887
06ed04d6,0.49741933
