person,label
00091926,0.72460014
00091a7a,0.9709995
000ba417,0.6923551
000e4d9e,0.7162242
000e619d,0.12459906
001001be,0.20046853
0010e89a,0.013857202
0016c4b5,0.008879324
001804a2,0.058404446
001a2273,0.011814886
00202cdb,0.0062735165
0022965d,0.22619788
0027574e,0.06509533
00295d74,0.034684125
002aea56,0.27182996
002ed810,0.085927345
002fb981,0.14506799
00344873,0.02102354
0038a117,0.8997725
003a05bf,0.19603714
003d07ef,0.5701852
003e7507,0.025040032
00408349,0.01487771
0041fec6,0.1049628
0043a48e,0.01175301
00546f4c,0.7520928
00556ee5,0.101912
0059a996,0.8857851
005af223,0.80123895
005e06ef,0.08226566
0061cbe8,0.64929396
006549da,0.25338534
006bb312,0.011837448
006cabc5,0.5140446
006e1534,0.0041618585
006fc943,0.9257878
00750af8,0.48766702
00754f5e,0.011052936
0076b7dc,0.081022285
007743ca,0.02393567
007a0564,0.09271122
0081cd73,0.04681784
0081f590,0.05253093
008287e4,0.27240163
0083c22c,0.008331692
0087d959,0.9028806
0089421c,0.9209978
008a6d00,0.10276594
008b4a48,0.022474289
008f480f,0.807037
008f739f,0.19233872
009648f0,0.82762235
00970caa,0.04453583
009944e1,0.09033468
009f8292,0.14913926
00a2efc2,0.4159103
00af50bb,0.15443026
00b0fe02,0.020407367
00b1b9d0,0.88786304
00b5303d,0.4595316
00b6642b,0.19098416
00b8bba9,0.31454045
00caa482,0.9810853
00cd1373,0.7206268
00cde0db,0.38403994
00d618ba,0.42665836
00d8d869,0.09656961
00dcc618,0.10298808
00e0e219,0.09927489
00e2e06b,0.011305398
00f1575c,0.69692254
00f369ef,0.19585198
00f4620f,0.013720261
00f5c8be,0.9648219
00fd99c6,0.011849831
00ff2c51,0.21086285
010200b5,0.025696253
01022bf3,0.19824219
01039bf1,0.23885079
010750dc,0.64611673
01094049,0.41365263
010b0b0b,0.8474622
010f9396,0.023051275
01102549,0.017710399
01126aa4,0.0121804485
01127f1d,0.00851493
01183209,0.025946274
0121c41e,0.6082896
0126d440,0.011857779
0129072b,0.032056555
012af91b,0.07212664
012b81de,0.39415023
012cd55c,0.03959291
012d8fd8,0.7794959
0137a57b,0.6768003
013a0e3a,0.9160235
013dc935,0.04675979
013e1cd0,0.14575766
013ef20d,0.026895443
013fce70,0.013314676
0144bd58,0.9781245
0146ecbc,0.0061241137
014853d4,0.52896476
015fb139,0.11860633
01638753,0.93337834
0163bf88,0.019035894
016419e1,0.019523324
01696aab,0.9059703
016b86b9,0.7832146
016d0c8f,0.9553975
016f3833,0.27126786
01716e05,0.025281237
01798556,0.6152439
017a84d1,0.025782816
017d35dc,0.4821713
017fd805,0.75759125
018598e8,0.15694997
018adf26,0.84114313
018c1154,0.24349989
0190f87d,0.24326979
019425a8,0.97578955
0196054a,0.9015283
01984bc3,0.17250282
019ac712,0.011861837
01a20e81,0.020625563
01ab5296,0.10946643
01ac5844,0.17726703
01ad4042,0.8744744
01ada784,0.12790686
01af6573,0.94254106
01b08442,0.03829938
01b09758,0.6868579
01b97cb9,0.6913415
01be1d14,0.068340495
01c3addd,0.6493888
01c862be,0.03179199
01c9f8d2,0.04910986
01caf5bf,0.8717613
01cbe6b3,0.019473772
01cd8ca8,0.37970617
01d18619,0.03730824
01d28bce,0.06357547
01d8711d,0.7980911
01dfb178,0.8655241
01e18191,0.016026966
01f061eb,0.89584714
01f8fa5b,0.16737834
01fe7232,0.2605314
01ffa003,0.8751295
0205d5c1,0.06392402
020b50dc,0.17022574
021b35b5,0.34295404
021f11c8,0.22433363
02208eb6,0.11044953
0222570f,0.3529856
0225de65,0.016460339
02274195,0.009036431
02285678,0.47222093
0228b475,0.012700907
022bd951,0.019648826
022c083c,0.44833267
022ca64b,0.9103616
0233c7ed,0.21500212
0234e8f5,0.1692413
023e49e4,0.96013093
023fafbb,0.009118564
0244969f,0.07575727
02452978,0.8842497
0246242b,0.28863943
0247c9fc,0.09630122
024803ab,0.040455837
02496e75,0.96217906
024b9c24,0.8412711
024ceac4,0.06354228
024ffb9b,0.042396992
0256b30a,0.4505823
0256c879,0.056238003
0256dfc5,0.0128581
025e1ccc,0.4654711
02603929,0.16137207
026b66ef,0.009885095
0270a59f,0.030148925
027870af,0.93466926
027b809f,0.42474988
027cb5c9,0.26744172
027e9637,0.113701016
0280a93d,0.6437282
028d0864,0.796016
02973cb9,0.021200454
0297fc1e,0.15015143
029889eb,0.17370911
029a5c8b,0.009118564
029e25de,0.008293367
02a14ee3,0.028085513
02a9fd4c,0.20765235
02aa0266,0.053144712
02b10e44,0.9413021
02b13444,0.013516168
02b51109,0.17053302
02ba6bb6,0.06762509
02bf0143,0.112194106
02c2eb63,0.028686756
02c66b97,0.026444051
02c73278,0.01368259
02cec30a,0.015063966
02d42846,0.04846328
02d80cb2,0.014096299
02de19f7,0.03244376
02e1a150,0.15067507
02e465f4,0.6901702
02e59a44,0.9137969
